placeId;name;rating;review;category;description;city;address;postalCode;imageUrl;url;latitude;longitude;phone;openingHours/0/day;openingHours/0/hours;openingHours/1/day;openingHours/1/hours;openingHours/2/day;openingHours/2/hours;openingHours/3/day;openingHours/3/hours;openingHours/4/day;openingHours/4/hours;openingHours/5/day;openingHours/5/hours;openingHours/6/day;openingHours/6/hours
98;Wisata Berkuda dan Kolam Renang;4,9;7;Wisata Rekreasi;Kolam renang yang bersih, sepi, dan tidak panas karena ditutupi kanopi;Kabupaten Malang;3JXG+WVW, Jl. Singo Joyo, Mojosari, Ngenep, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152, Indonesia;65152;https://lh5.googleusercontent.com/p/AF1QipOmU6oifK9g21olssWxnWbSDz9ZFG7otNLVzcWJ=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Berkuda%20dan%20Kolam%20Renang&query_place_id=ChIJ1e9O7_0r1i0RJDx-H3EHu6E;-7,9001373;112,6272034;;;;;;;;;;;;;;;
99;Lembah Tumpang Resort;4,6;6422;Wisata Rekreasi;Resort ini memiliki konsep arsitektur yang menggambarkan kejayaan kerajaan masa lalu dengan replika candi, patung, dan arca;Kabupaten Malang;Jl. Slamet Gg. Gumuk Agung, Glanggang, Slamet, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia;65156;https://lh5.googleusercontent.com/p/AF1QipMXsG7b4DfkwlomOzwMOqs_P7tT0MZHAjh4_3dJ=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Lembah%20Tumpang%20Resort&query_place_id=ChIJWctJxF8v1i0RCOd3uCTQkWs;-7,9943574;112,7380282;+62 811-320-700;;;;;;;;;;;;;;
100;Everland Malang;4,5;96;Wisata Rekreasi;Tempat ini dibuka pada Desember 2023 dan menawarkan berbagai wahana dan aktivitas yang menyenangkan untuk semua kalangan usia;Kabupaten Malang;Jl. Raya Coban Glothak, Area Hutan, Dalisodo, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158, Indonesia;65158;https://lh5.googleusercontent.com/p/AF1QipOnToZy8jOUaw8SWlq4WwgmW2YY4SuJkQPFVDvu=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Everland%20Malang&query_place_id=ChIJbUC4l6op1i0RtDZ3IFF8Z54;-7,9817461;112,5211043;+62 889-8978-1119;Monday;9 AM to 3:30 PM;Tuesday;9 AM to 3:30 PM;Wednesday;9 AM to 3:30 PM;Thursday;9 AM to 3:30 PM;Friday;9 AM to 3:30 PM;Saturday;9 AM to 3:30 PM;Sunday;9 AM to 3:30 PM
101;Kolam Pemancingan & Lesehan Beran Sundeng;4,6;523;Wisata Rekreasi;Menawarkan pengalaman memancing yang menyenangkan dengan berbagai fasilitas yang memadai;Kota Malang;Gg. 17, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia;65139;https://lh5.googleusercontent.com/p/AF1QipMSmIRSImWkzBgislVZjd9UBMa4iUt8Kq44dMx4=w408-h307-k-no;https://www.google.com/maps/search/?api=1&query=Kolam%20Pemancingan%20%26%20Lesehan%20Beran%20Sundeng&query_place_id=ChIJjainkZgp1i0R0-KGY26yabw;-7,9706652;112,6559987;+62 813-5712-6097;Monday;10 AM to 5 PM;Tuesday;10 AM to 5 PM;Wednesday;10 AM to 5 PM;Thursday;10 AM to 5 PM;Friday;10 AM to 5 PM;Saturday;10 AM to 5 PM;Sunday;10 AM to 5 PM
102;Wisata alam Waterpark kucur,Dau,Malang;4,7;3;Wisata Alam;Destinasi wisata yang menawarkan berbagai fasilitas rekreasi dan aktivitas menyenangkan di alam terbuka;Kabupaten Malang;Unnamed Road, Turi, Kucur, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipPawzhH9j3LcSNnctbEGVvqEk_XKSheteAT3qck=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20alam%20Waterpark%20kucur%2CDau%2CMalang&query_place_id=ChIJE0sZbriDeC4ReU26cX-_0Qc;-7,9631885;112,5556944;+62 877-0002-80156;Monday;8:30 AM to 4 PM;Tuesday;8:30 AM to 4 PM;Wednesday;8:30 AM to 4 PM;Thursday;8:30 AM to 4 PM;Friday;8:30 AM to 4 PM;Saturday;8:30 AM to 4 PM;Sunday;8:30 AM to 4 PM
103;Hawai Waterpark;4,8;8324;Wisata Rekreasi;Destinasi wisata air yang fantastis untuk hari yang menyenangkan dan penuh petualangan bersama keluarga atau teman.;Kabupaten Malang;Jl. Graha Kencana Utara V, Karanglo, Banjararum, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Indonesia;65153;https://lh5.googleusercontent.com/p/AF1QipNB_5WLtOFoyjfb-ghFmu_GWXLwlwK9XTdyq9nJ=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Hawai%20Waterpark&query_place_id=ChIJdQ9eOOgp1i0Rkgk8RNUDpC8;-7,9232799;112,6571;+62 341 4351797;Monday;9 AM to 5 PM;Tuesday;9 AM to 5 PM;Wednesday;9 AM to 5 PM;Thursday;9 AM to 5 PM;Friday;9 AM to 5 PM;Saturday;9 AM to 5 PM;Sunday;9 AM to 5 PM
104;Jungle Adventure;4,5;59;Wisata Rekreasi;Di dalam wahana ini, pengunjung akan menaiki kereta yang akan membawa mereka melintasi hutan buatan. Selama perjalanan, pengunjung akan diberi senjata untuk menembak para pemburu yang meresahkan hewan di hutan;Kota Batu;ECO GREEN PARK, Jl. Raya Oro-Oro Ombo, Temas, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia;65316;https://lh5.googleusercontent.com/p/AF1QipOnyHT48bgTwNAmtRHbeN_j5ztqVsYRgYRBCRpg=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Jungle%20Adventure&query_place_id=ChIJb7uvACuBeC4R731LH7nWC8k;-7,888776;112,527451;;;;;;;;;;;;;;;
105;Malang Jami' Grand Mosque;4,8;6094;Wisata Religi (Tempat Ibadah);Masjid ini memiliki bentuk bujursangkar dengan struktur baja dan atap berbentuk tajug tumpang dua. Gaya arsitektur Jawa terlihat dari atap masjid yang berbentuk tajug, sedangkan gaya arsitektur Arab terlihat dari bentuk kubah pada menara masjid dan konstruksi lengkung pada bidang-bidang bukaan;Kota Malang;Jl. Merdeka Barat No.3, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;65119;https://lh5.googleusercontent.com/p/AF1QipOVMUaGtdMCSeQMS3OTuvAyK2I4bYUyJEr8l1sR=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Malang%20Jami'%20Grand%20Mosque&query_place_id=ChIJrZ8aoyIo1i0RjOHX0gpmp10;-7,9824774;112,6299433;+62 341 326359;Monday;4 AM to 8 PM;Tuesday;4 AM to 8 PM;Wednesday;4 AM to 8 PM;Thursday;4 AM to 8 PM;Friday;4 AM to 8 PM;Saturday;4 AM to 8 PM;Sunday;4 AM to 8 PM
106;Dino Park Jawa Timur Park 3;4,6;18677;Wisata Rekreasi;Taman hiburan bertema dinosaurus pertama dan terbesar di Indonesia, menawarkan pengalaman berpetualang kembali ke masa jaya dinosaurus.;Kota Batu;Jl. Ir. Soekarno No.112, Beji, Kec. Junrejo, Kota Batu, Jawa Timur 65236, Indonesia;65236;https://lh5.googleusercontent.com/p/AF1QipNcCcWN-x7mnZmSk5w0g_uZAwq_dzSSIZhmkB8T=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Dino%20Park%20Jawa%20Timur%20Park%203&query_place_id=ChIJgyIbGxGBeC4RgL8YwycHVcQ;-7,897906;112,554027;+62 341 597777;Monday;11 AM to 8 PM;Tuesday;11 AM to 8 PM;Wednesday;11 AM to 8 PM;Thursday;11 AM to 8 PM;Friday;11 AM to 8 PM;Saturday;11 AM to 9 PM;Sunday;11 AM to 9 PM
107;Lampion Garden (BNS);4,6;250;Wisata Rekreasi;Salah satu atraksi menarik di Batu Night Spectacular (BNS) di Kota Batu, Jawa Timur. Atraksi ini menampilkan berbagai lampion berwarna-warni yang bercahaya di malam hari, menciptakan suasana magis dan romantis;Kota Batu;Jl. Hayam Wuruk No.1, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia;65316;https://lh5.googleusercontent.com/p/AF1QipNP0RYIJaYbjFSWxkCITOaHRWLndc4oNtt-fKCS=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Lampion%20Garden%20(BNS)&query_place_id=ChIJi21k2i-BeC4R7bdt0yr4_eo;-7,8952985;112,5341013;+62 341 5025111;Monday;3 to 11 PM;Tuesday;3 to 11 PM;Wednesday;3 to 11 PM;Thursday;3 to 11 PM;Friday;3 to 11 PM;Saturday;3 to 11 PM;Sunday;3 to 11 PM
108;jatim park 3;4,7;172;Wisata Rekreasi;Taman hiburan bertema dinosaurus pertama dan terbesar di Indonesia. Taman ini menawarkan pengalaman edukatif dan menyenangkan dengan berbagai atraksi dan wahana yang menarik.;Kabupaten Malang;3JR4+M6, Ngijo, Kec. Junrejo, Kabupaten Malang, Jawa Timur, Indonesia;;https://lh5.googleusercontent.com/p/AF1QipMutLd_Kv5KhxSCLj7LC8_uJ0A5Za8MmCvSuY1f=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=jatim%20park%203&query_place_id=ChIJL24PbwCBeC4Ra5LHE-38ZkI;-7,8955075;112,5531064;;;;;;;;;;;;;;;
109;Predator Fun Park;4,4;8183;Wisata Rekreasi;Taman rekreasi bertema reptil yang menawarkan pengalaman berlibur yang unik dengan mengajak wisatawan untuk lebih mengenal berbagai macam hewan melata;Kota Batu;Jl. Raya Tlekung No.315, Tlekung, Kec. Junrejo, Kota Batu, Jawa Timur 65327, Indonesia;65327;https://lh5.googleusercontent.com/p/AF1QipPO0cnQUEp4Xm-XoXPn1hr-K6uettYQYlTRfyoj=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Predator%20Fun%20Park&query_place_id=ChIJUdaQnkKBeC4RUaxe_sokFZo;-7,9126157;112,5486296;+62 341 531999;Monday;8 AM to 4 PM;Tuesday;8 AM to 4 PM;Wednesday;8 AM to 4 PM;Thursday;8 AM to 4 PM;Friday;8 AM to 4 PM;Saturday;8 AM to 4 PM;Sunday;8 AM to 4 PM
110;Panji Museum;4,3;1178;Museum;Museum ini didedikasikan untuk menjelaskan legenda dan cerita rakyat tentang Panji, yang sangat terkenal di wilayah Malang;Kabupaten Malang;Jl. Raya Bangilan No.I, Ringin Anom, Slamet, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia;65156;https://lh5.googleusercontent.com/p/AF1QipOviTadF4zsltI4XczewDLpbyYSqdR94tDkyx22=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Panji%20Museum&query_place_id=ChIJfc_03_Al1i0RU2LnHo9wE-0;-8,0027935;112,7300176;+62 341 789678;Monday;9 AM to 5 PM;Tuesday;9 AM to 5 PM;Wednesday;9 AM to 5 PM;Thursday;9 AM to 5 PM;Friday;9 AM to 5 PM;Saturday;9 AM to 5 PM;Sunday;9 AM to 5 PM
111;Kampung Cempluk;4,5;320;Wisata Rekreasi;Komunitas yang penuh warna yang dikenal karena warisan budayanya yang kaya dan Festival Kampung Cempluk yang diadakan setiap tahun sejak 2009.;Kabupaten Malang;2HJW+QHQ, Jl. Dieng Atas, Sumberjo, Kalisongo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipOD6aOZZD1mdKA8QN39hZOJ8QayFE2XzBoXAsP8=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Kampung%20Cempluk&query_place_id=ChIJTaD3iFeCeC4R9LtUQyWkz7c;-7,9680344;112,5964792;+62 858-5518-6610;Monday;7 AM to 6 PM;Tuesday;Closed;Wednesday;Closed;Thursday;7 AM to 6 PM;Friday;7 AM to 6 PM;Saturday;7 AM to 6 PM;Sunday;7 AM to 6 PM
112;Taman Pinus Campervan Park;4,6;626;Wisata Rekreasi;Tempat yang sempurna bagi pecinta camping yang ingin menikmati suasana alam di tengah hutan pinus yang rindang;Kota Batu;Jalan Langsep No.412 Jalibar, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia;65316;https://lh5.googleusercontent.com/p/AF1QipMZayslzcTP96MC6-LKBbcBnUI9NR896euThtmh=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Taman%20Pinus%20Campervan%20Park&query_place_id=ChIJqaxec-OHeC4RiI_jlfWvuaY;-7,904017;112,5220532;+62 813-3423-4368;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
113;Wisata Grojokan Cinta;4,3;9;Wisata Rekreasi;Destinasi wisata alam yang menawarkan berbagai wahana menarik untuk anak-anak serta pemandangan alam yang indah;Kota Malang;Jl. Ki Ageng Gribig No.10, Kedungkandang, Kec. Kedungkandang, Kota Malang, Jawa Timur 65137, Indonesia;65137;https://lh5.googleusercontent.com/p/AF1QipOTsM3riC8BKjNUw03mcea4Y6SjWv7CLtVCfgbh=w408-h529-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Grojokan%20Cinta&query_place_id=ChIJh39N5ZIp1i0RXlKRNkak-RQ;-7,9920968;112,6498845;+62 857-8480-9881;;;;;;;;;;;;;;
114;KAMPUNG WAYANG SAMAAN;3,7;9;Wisata Rekreasi;Kampung ini didedikasikan untuk pelestarian dan pengenalan tradisi wayang kulit kepada generasi muda dan wisatawan;Kota Malang;2JQH+GFW, Jl. Kaliurang Barat Gg. 7A RW07, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia;65112;https://lh5.googleusercontent.com/p/AF1QipPij-Wt1dBOZ944HrLzLb2XpObEL7d0hExm-o0A=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=KAMPUNG%20WAYANG%20SAMAAN&query_place_id=ChIJ8w6mYrQp1i0Rra2DFPGsS_s;-7,961139;112,6287062;+62 858-5585-5667;;;;;;;;;;;;;;
115;Monumen Melati Kadet Suropati;4,5;89;Wisata Rekreasi;Sebuah landmark di Kota Malang yang mengenang perjuangan dan pengorbanan para kadet dari Sekolah Tentara Divisi VII Suropati;Kota Malang;Ijen St No.18, Gading Kasri, Klojen, Kota Malang, East Java 65115, Indonesia;65115;https://lh5.googleusercontent.com/p/AF1QipOn4u-no_2Ne1t857PP8MOGVC8bSk-yqFKKMSVl=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Monumen%20Melati%20Kadet%20Suropati&query_place_id=ChIJxY1s3yco1i0RtWk3ypV64ew;-7,9722947;112,6216063;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
116;Agrowisata Petik Jeruk Selorejo, Mas Wawan;4,7;6;Wisata Edukasi;Destinasi wisata agro yang menawarkan pengalaman berkebun dan memetik jeruk secara langsung di kebun yang asri dan sejuk.;Kabupaten Malang;3G6Q+GQ7, Unnamed Road, Krajan, Selorejo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipN8v3daEP6b3wkjvgeYhR8hG_iJb1HGiEz3EzmM=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Agrowisata%20Petik%20Jeruk%20Selorejo%2C%20Mas%20Wawan&query_place_id=ChIJE4HT9vGDeC4RFt9AlrwIqMs;-7,938718;112,5394091;+62 852-3284-5673;Monday;7 AM to 5 PM;Tuesday;9 AM to 5 PM;Wednesday;7 AM to 5 PM;Thursday;7 AM to 5 PM;Friday;7 AM to 5 PM;Saturday;7 AM to 5 PM;Sunday;7 AM to 5 PM
117;Wisata petik jeruk keprok gadingkulon;4,3;4;Wisata Edukasi;Destinasi agrowisata yang dikenal dengan lahan pertanian yang subur dan cocok untuk menanam berbagai jenis buah-buahan, termasuk jeruk;Kabupaten Malang;3GCW+8G9, Krajan, Gadingkulon, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipPhzh_cFSwTBM2f6yLlJh8xDVl5NHkry1xHKA3V=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20petik%20jeruk%20keprok%20gadingkulon&query_place_id=ChIJxzV8PeCDeC4RGNW2KRteqaM;-7,9292171;112,5463563;+62 858-1526-8167;Monday;7 AM to 5 PM;Tuesday;7 AM to 5 PM;Wednesday;7 AM to 5 PM;Thursday;7 AM to 5 PM;Friday;7 AM to 5 PM;Saturday;7 AM to 5 PM;Sunday;7 AM to 5 PM
118;Wisata Goa Jepang;4,2;101;Wisata Rekreasi;Tempat wisata alam yang dikenal dengan pemandangan alam yang menakjubkan dan berbagai spot foto yang instagramable;Kota Batu;3GMM+CM6, Jl. Sumber Urip, Tlekung, Kec. Junrejo, Kota Batu, Jawa Timur 65321, Indonesia;65321;https://lh5.googleusercontent.com/p/AF1QipObigtj-lpGUzSod_0AY-lcgw6uZ3mAZBKrN8ds=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Goa%20Jepang&query_place_id=ChIJR1_PC4yBeC4RptjAgbGxZ50;-7,9164684;112,5341439;;;;;;;;;;;;;;;
119;Drive Thru Park;4,2;229;Wisata Rekreasi;Taman tematik yang memiliki konsep unik di mana pengunjung dapat menjelajahi berbagai area tematik tanpa perlu berjalan kaki.;Kota Batu;Dekat Donut Factory, Ombo, Jl. Jatim Park II JL. Raya Ombo, Temas, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia;65316;https://lh5.googleusercontent.com/p/AF1QipN-yI7w50SeMuYg0fenBzvnpwxM6EgbTgh2VJ9Y=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Drive%20Thru%20Park&query_place_id=ChIJ97XZMdeBeC4RpgfYEsiwiTw;-7,8885452;112,5301093;+62 341 597777;Monday;10 AM to 5 PM;Tuesday;10 AM to 5 PM;Wednesday;10 AM to 5 PM;Thursday;10 AM to 5 PM;Friday;10 AM to 5 PM;Saturday;10 AM to 5 PM;Sunday;10 AM to 5 PM
120;Batu Flower Garden (wisata);4,1;871;Wisata Rekreasi;Taman ini terletak di lereng Gunung Panderman dan dikenal dengan pemandangan alam yang indah serta berbagai spot foto menarik;Kota Batu;Unnamed Road, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia;65316;https://lh5.googleusercontent.com/p/AF1QipNSNew_XuiS0lU45XFcpnwS5yAb0P_QKvr5ZB7R=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Batu%20Flower%20Garden%20(wisata)&query_place_id=ChIJKZ1PBseHeC4RmKGCfh4z_Y8;-7,9117923;112,5187917;+62 852-8572-9354;Monday;8 AM to 4 PM;Tuesday;8 AM to 4 PM;Wednesday;8 AM to 4 PM;Thursday;8 AM to 4 PM;Friday;8 AM to 4 PM;Saturday;8 AM to 4 PM;Sunday;8 AM to 4 PM
121;Wahana wisata Pinus alas Bagor;4,4;21;Wisata Alam;Hutan pinus yang asri, cocok untuk bersantai dan olahraga bersepeda;Kabupaten Malang;3PMF+HF8, Jatiarjo, Gn. Jati, Kec. Jabung, Kabupaten Malang, Jawa Timur 65155, Indonesia;65155;https://lh5.googleusercontent.com/p/AF1QipMOcPj1Z4IoD_O4zwlmKMSpL1owU7qc4EkdgV1B=w511-h240-k-no;https://www.google.com/maps/search/?api=1&query=Wahana%20wisata%20Pinus%20alas%20Bagor&query_place_id=ChIJfxnfoGkv1i0R2W-8AfIEpAY;-7,9160788;112,7237157;;;;;;;;;;;;;;;
122;De Rumah Playground;4,3;983;Wisata Rekreasi;Taman bermain yang  populer untuk anak-anak dan keluarga yang ingin menikmati waktu bersama dengan berbagai fasilitas bermain yang lengkap;Kota Malang;Jl. Veteran No.2, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia;65113;https://lh5.googleusercontent.com/p/AF1QipOfZDRU93en72UUvhUPbxzqlhpmsxiunJ2khVIZ=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=De%20Rumah%20Playground&query_place_id=ChIJ78ov99Up1i0Rank06pRd2MA;-7,9581165;112,6203085;+62 341 555566;;;;;;;;;;;;;;
123;Jelajah 5 Benua;4,0;72;Wisata Edukasi;Dengan menaiki kereta yang sudah disediakan di wahana tersebut, Anda akan diajak berkeliling menikmati keberagaman di tiap-tiap benua di dunia.;Kota Batu;4G6G+383, Jl. Jatim Park II, Temas, Kec. Batu, Kota Batu, Jawa Timur 65315, Indonesia;65315;https://lh5.googleusercontent.com/p/AF1QipNz_3lTXef5unwXWtazT3z6lhm538Bav3ltnq_y=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Jelajah%205%20Benua&query_place_id=ChIJ3whiOCuBeC4Rl0FGw7B2TEU;-7,889858;112,5257911;;;;;;;;;;;;;;;
124;Sabilillah Mosque;4,8;17223;Wisata Religi (Tempat Ibadah);Masjid ini didirikan pada masa perjuangan kemerdekaan Indonesia dan pernah menjadi pusat pertemuan untuk para pejuang Malang;Kota Malang;Jl. Ahmad Yani No.15, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia;65126;https://lh5.googleusercontent.com/p/AF1QipPsAZfaqGe3b9OQHgCfqW6Y8xgZ1ficYE7aIE3r=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Sabilillah%20Mosque&query_place_id=ChIJWZVoXMAp1i0RUMBQA8QsFvM;-7,9419076;112,6413601;+62 341 491677;Monday;4 AM to 9 PM;Tuesday;4 AM to 9 PM;Wednesday;4 AM to 9 PM;Thursday;4 AM to 9 PM;Friday;4 AM to 9 PM;Saturday;4 AM to 9 PM;Sunday;4 AM to 9 PM
125;Batu Rafting;4,4;505;Wisata Alam;Destinasi wisata adventure yang menawarkan pengalaman seru dengan aliran sungai Brantas yang indah dan penuh tantangan;Kota Batu;Jl. Hayam Wuruk No.8, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65415, Indonesia;65415;https://lh5.googleusercontent.com/p/AF1QipMFsR7h_XZ53wzL2Cqh5FKLfRd4Bh7aT5I3wXTJ=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Batu%20Rafting&query_place_id=ChIJG0n3c86AeC4R3tCtqbHAJh8;-7,8920678;112,5325663;+62 812-2222-4375;Monday;7 AM to 4 PM;Tuesday;7 AM to 4 PM;Wednesday;7 AM to 4 PM;Thursday;7 AM to 4 PM;Friday;7 AM to 4 PM;Saturday;7 AM to 4 PM;Sunday;7 AM to 4 PM
126;BeSt SWB (Sport Wisata Batu);4,7;62;Wisata Rekreasi;Taman rekreasi dan olahraga yang menawarkan berbagai fasilitas untuk bersenang-senang dan menjaga kesehatan, baik untuk anak-anak maupun orang dewasa.;Kota Batu;Jl. Sawahan Bawah No.20, Beji, Kec. Junrejo, Kota Batu, Jawa Timur 65236, Indonesia;65236;https://lh5.googleusercontent.com/p/AF1QipNj_IB3pZgl9rRE9iKO25PyBetghsusKmbZS38=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=BeSt%20SWB%20(Sport%20Wisata%20Batu)&query_place_id=ChIJKRjGeruBeC4RcP2_rCx-KTk;-7,8899888;112,5525116;+62 878-6544-8884;Monday;7 AM to 10 PM;Tuesday;7 AM to 10 PM;Wednesday;7 AM to 10 PM;Thursday;7 AM to 10 PM;Friday;7 AM to 10 PM;Saturday;7 AM to 10 PM;Sunday;7 AM to 10 PM
127;De Beran ( Wisata Beran Lor ) Beran Group;4,5;84;Wisata Rekreasi;Objek wisata yang terkenal dengan kolam renang yang menggunakan sumber mata air alami yang berasal dari goa;Kota Batu;4G5R+PQ2, Areng Areng, Dadaprejo, Junrejo, Kota Batu, East Java 65233, Indonesia;65233;https://lh5.googleusercontent.com/p/AF1QipNk-ueTKQbamTmlpSLkiunc9XPZ7hRYAUWLC1MP=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=De%20Beran%20(%20Wisata%20Beran%20Lor%20)%20Beran%20Group&query_place_id=ChIJP-lcO0yBeC4RBLPbHH3ztWo;-7,8907276;112,5418921;;Monday;6 AM to 4 PM;Tuesday;6 AM to 4 PM;Wednesday;6 AM to 4 PM;Thursday;6 AM to 4 PM;Friday;6 AM to 4 PM;Saturday;6 AM to 4 PM;Sunday;6 AM to 4 PM
128;Pasar Oro Oro Dowo;4,7;10879;Wisata Rekreasi;Salah satu pasar tradisional di Kota Malang yang memiliki sejarah panjang. Pasar ini dibangun pada tahun 1932 selama masa kolonial Belanda;Kota Malang;Jl. Guntur No.20, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia;65112;https://lh5.googleusercontent.com/p/AF1QipNdJyhaYsiTaSZ6XutgHMpbPODyRdolXEpZgyFp=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Pasar%20Oro%20Oro%20Dowo&query_place_id=ChIJAQAAQCko1i0RCmGId8mx1GE;-7,9686949;112,6281805;;Monday;5 AM to 5 PM;Tuesday;5 AM to 5 PM;Wednesday;5 AM to 5 PM;Thursday;5 AM to 5 PM;Friday;5 AM to 5 PM;Saturday;5 AM to 5 PM;Sunday;5 AM to 5 PM
129;Kampung Edukasi Budaya Tradisi Batu;4,6;23;Wisata Budaya;Outbond di alam, bangunan dan fasilitasnya dibuat ala tradisional, memberikan edukasi tentang tradisi Jawa;Kota Batu;4H4F+MGG, Pendem, Junrejo, Kota Batu, East Java 65325, Indonesia;65325;https://lh5.googleusercontent.com/p/AF1QipMF9wVk7co0x_LXknPk7eVc-wFPCFZ4_hgQUif2=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Kampung%20Edukasi%20Budaya%20Tradisi%20Batu&query_place_id=ChIJG9Jx342BeC4R8JPnZSSAm0g;-7,8933127;112,5738167;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
130;Katedral Malang, Santa Perawan Maria dari Gunung Karmel;4,8;1655;Wisata Religi (Tempat Ibadah);Gereja ini dibangun dengan gaya arsitektur neo-gothik yang khas, dengan bangunan berbentuk persegi panjang dan atap bergaya kubah;Kota Malang;Jl. Buring No.60, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;65119;https://lh5.googleusercontent.com/p/AF1QipNRZByiMmZCRWKn1205YF98dERCrCkVyHRNdb1v=w408-h297-k-no;https://www.google.com/maps/search/?api=1&query=Katedral%20Malang%2C%20Santa%20Perawan%20Maria%20dari%20Gunung%20Karmel&query_place_id=ChIJlVd8Ui8o1i0RpagwoIHbj08;-7,9687807;112,6240817;;Monday;6 AM to 12 PM, 5 to 6 PM;Tuesday;6 AM to 12 PM, 5 to 6 PM;Wednesday;6 AM to 12 PM, 5 to 6 PM;Thursday;6 AM to 12 PM, 5 to 6 PM;Friday;6 AM to 12 PM, 5 to 6 PM;Saturday;6 AM to 8 PM;Sunday;6 AM to 8 PM
